 5.0	259.4611859218874	814.322117046891	1073.7833029687783
 10.0	1443.7222822366655	1694.721743883343	3138.4440261200084
 15.0	3137.826035021257	3286.5242009361828	6424.3502359574395
 20.0	4866.347138228613	5308.971378265017	10175.31851649363
 25.0	6508.63471427175	7531.932898250231	14040.567612521982
 30.0	8238.581950783917	9873.358558088385	18111.9405088723
 35.0	10103.346322377518	12325.262011272538	22428.608333650056
 40.0	12116.238406564122	14793.518459685187	26909.756866249307
 45.0	14380.510254612018	17256.973592638307	31637.483847250325
 50.0	16740.237958528574	19720.80902780604	36461.046986334615
 55.00000000000001	19192.90201614196	22090.852429294064	41283.754445436025
 60.0	21567.033666437106	24391.918516606074	45958.95218304318
 65.0	23909.69530847276	26683.52458632951	50593.21989480227
 70.0	26241.75602627599	28883.620435660927	55125.37646193692
 75.0	28532.934256007982	31094.412284778424	59627.346540786406
 80.0	30761.69538476609	33192.872367253665	63954.56775201976
 85.0	32917.34341276425	35281.01675215744	68198.36016492169
 90.0	35127.89757299761	37199.02343379731	72326.92100679492
 95.0	37242.94833958548	39064.691023150626	76307.63936273611
 100.0	39247.18854838956	40878.209671324694	80125.39821971426

