5.0	0.6151686954588406	0.0	0.0
10.0	1.7789450280695902	0.015285420488021789	0.0
15.0	3.581374020343505	0.08754377188594298	0.0
20.0	5.700906008559835	0.21788672113834695	0.0
25.0	7.901172808626536	0.3457284197654383	0.0
30.0	10.043355010838754	0.448557612139403	0.0
35.0	12.4933299983325	0.5666722250013896	0.0
40.0	14.982213328886665	0.694374965260408	0.0
45.0	17.593241064976933	0.8236062475682285	0.0
50.0	20.213162136623865	0.9556166972375076	0.0
55.00000000000001	22.94258240231227	1.1111111111111112	0.0
60.0	25.611277861152796	1.2860596965149242	0.0
65.0	28.177977877827804	1.4625368239675394	0.0
70.0	30.844727919515314	1.6262297815574454	0.0
75.0	33.24398310266245	1.8136846200878218	0.0
80.0	35.730643099327445	2.0207325885164806	0.0
85.0	37.994830748707685	2.2220832638541492	0.0
90.0	40.21010505252626	2.449697070757601	0.0
95.0	42.389111222277805	2.7151075537768885	0.0
100.0	44.39817130787616	2.9648157412039353	0.0

