5.0	0.06095640412798992	0.0	0.0
10.0	1.0682192948326015	0.0	0.0
15.0	2.5577603616623126	0.0	0.0
20.0	4.009041557815944	0.0	0.0
25.0	5.328590221036444	0.0056509736349656305	0.0
30.0	6.557538028273396	0.017694032201285827	0.0
35.0	7.672910529338743	0.04344764975080132	0.0
40.0	8.884905415670799	0.0931947455209086	0.0
45.0	10.159802123283864	0.15906101198747521	0.0
50.0	11.460637726270543	0.26893076167713487	0.0
55.00000000000001	12.800289033405592	0.39167732014155227	0.0
60.0	14.248883701109813	0.5398069405072907	0.0
65.0	15.65171474626202	0.7170251792562948	0.0
70.0	17.03935300983825	0.9155503677764808	0.0
75.0	18.424953217349415	1.101476664258055	0.0
80.0	19.744779797306062	1.2954625460878588	0.0
85.0	21.054786652585552	1.4826857873381136	0.0
90.0	22.33681655642636	1.6925129231282305	0.0
95.0	23.57002575361755	1.9002093639412299	0.0
100.0	24.779889944972485	2.1065162210734996	0.0

